model_date,timestamp,cycle,state,created_at,start_date,end_date,election_date,pollster_rating_name,pollster_rating_id,poll_id,question_id,url,partisan,tracking,sample_size,methodology,population,party,candidate_name,pct,raw_sample_size,days_til_election,candidates_tested,poll_sample_size_weight,med_date,number_options,tested_third_party,excludesthirdparty,undecided,numeric_grade,pollster_wt,has_pollster_rating,n_polls_pollster_per_date,number_polls_in_window,frequency_weight,n_states_polled_per_date,number_states_polled_in_window,geo_volume_weight,combined_frequency_weight,cumulative_poll_wt,methodology_simple,response_num,response_cat,state_num,state_abb,region_computed,region_census_big,region_census_small,region,region_num,response,pollster,pollster_coded,state_pollster,state_pollster_coded,mode,mode_coded,day_of_timeline,major_candidate_still_running
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-07-25,2024-07-22,2024-07-23,2024-11-05,YouGov,391,87555,204188,https://www.thetimes.com/world/us-world/article/trump-v-harris-polls-latest-debate-c85fhzxwq,,,1155.0,Online Panel,lv,DEM,Kamala Harris,44.0,1155.0,105,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.074709263010234,2024-07-22,5,1,0,10.0,3.0,1.3284223283101428,True,2,5,0.778995895790124,,,1.0,0.778995895790124,1.0348355416295618,Online Non-Prob Panel,1,DEM,57,,,,,,,44.0,391,59,NA391,133,Online Non-Prob Panel,6,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87546,204157,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,850.0,IVR/Online Panel/Text-to-Web,rv,DEM,Kamala Harris,44.3,850.0,105,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.9219544457292888,2024-07-22,6,1,0,9.599999999999994,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7.0,44.3,88,11,PA88,239,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87546,204157,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,850.0,IVR/Online Panel/Text-to-Web,rv,REP,Donald Trump,46.1,850.0,105,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.9219544457292888,2024-07-22,6,1,0,9.599999999999994,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7.0,46.1,88,11,PA88,239,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87545,204156,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,845.0,IVR/Online Panel/Text-to-Web,rv,DEM,Kamala Harris,45.4,845.0,105,Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.9192388155425116,2024-07-22,4,1,0,9.700000000000005,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,1,DEM,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,45.4,88,11,WI88,284,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-07-25,2024-07-22,2024-07-23,2024-11-05,YouGov,391,87555,204188,https://www.thetimes.com/world/us-world/article/trump-v-harris-polls-latest-debate-c85fhzxwq,,,1155.0,Online Panel,lv,REP,Donald Trump,46.0,1155.0,105,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.074709263010234,2024-07-22,5,1,0,10.0,3.0,1.3284223283101428,True,2,5,0.778995895790124,,,1.0,0.778995895790124,1.0348355416295618,Online Non-Prob Panel,2,REP,57,,,,,,,46.0,391,59,NA391,133,Online Non-Prob Panel,6,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87544,204155,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,800.0,IVR/Online Panel/Text-to-Web,rv,DEM,Kamala Harris,43.8,800.0,105,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8944271909999159,2024-07-22,6,1,0,12.099999999999994,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,1,DEM,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,43.8,88,11,MI88,100,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87544,204155,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,800.0,IVR/Online Panel/Text-to-Web,rv,REP,Donald Trump,44.1,800.0,105,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8944271909999159,2024-07-22,6,1,0,12.099999999999994,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,2,REP,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,44.1,88,11,MI88,100,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Georgia,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87543,204154,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,800.0,IVR/Online Panel/Text-to-Web,rv,DEM,Kamala Harris,43.3,800.0,105,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8944271909999159,2024-07-22,6,1,0,10.800000000000011,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,1,DEM,11,GA,Southeast,South,South Atlantic,Southeast,9.0,43.3,88,11,GA88,59,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Georgia,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87543,204154,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,800.0,IVR/Online Panel/Text-to-Web,rv,REP,Donald Trump,45.9,800.0,105,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8944271909999159,2024-07-22,6,1,0,10.800000000000011,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,2,REP,11,GA,Southeast,South,South Atlantic,Southeast,9.0,45.9,88,11,GA88,59,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Arizona,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87542,204153,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,800.0,IVR/Online Panel/Text-to-Web,rv,DEM,Kamala Harris,39.8,800.0,105,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8944271909999159,2024-07-22,6,1,0,12.700000000000005,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,1,DEM,3,AZ,Southwest,West,Southwest,Southwest,10.0,39.8,88,11,AZ88,25,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Arizona,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87542,204153,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,800.0,IVR/Online Panel/Text-to-Web,rv,REP,Donald Trump,47.5,800.0,105,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8944271909999159,2024-07-22,6,1,0,12.700000000000005,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,2,REP,3,AZ,Southwest,West,Southwest,Southwest,10.0,47.5,88,11,AZ88,25,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-07-25,2024-07-22,2024-07-23,2024-11-05,Emerson College,88,87545,204156,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,,,845.0,IVR/Online Panel/Text-to-Web,rv,REP,Donald Trump,44.9,845.0,105,Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.9192388155425116,2024-07-22,4,1,0,9.700000000000005,2.9,1.3060943124220303,True,1,1,1.0,5.0,6.0,0.7972581427776,1.0,1.3060943124220303,IVR/Mostly IVR,2,REP,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,44.9,88,11,WI88,284,IVR/Mostly IVR,3,1,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-07-26,2024-07-22,2024-07-25,2024-11-05,Harris Insights & Analytics,133,87579,204445,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,1500.0,Online Panel,lv,REP,Donald Trump,46.0,2472.0,103,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.5722595205626837,2024-07-23,5,1,0,9.0,1.5,0.9393364366277244,True,1,3,0.778995895790124,,,1.0,0.778995895790124,0.731739228899117,Online Non-Prob Panel,2,REP,57,,,,,,,46.0,133,19,NA133,119,Online Non-Prob Panel,6,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-07-26,2024-07-22,2024-07-25,2024-11-05,Harris Insights & Analytics,133,87579,204445,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,1500.0,Online Panel,lv,DEM,Kamala Harris,45.0,2472.0,103,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.5722595205626837,2024-07-23,5,1,0,9.0,1.5,0.9393364366277244,True,1,3,0.778995895790124,,,1.0,0.778995895790124,0.731739228899117,Online Non-Prob Panel,1,DEM,57,,,,,,,45.0,133,19,NA133,119,Online Non-Prob Panel,6,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Beacon Research/Shaw & Co. Research,103,87582,204503,https://www.foxnews.com/official-polls/fox-news-poll-trump-hits-50-wisconsin-edges-harris-just-1-point,,,1046.0,Live Phone/Text-to-Web,rv,REP,Donald Trump,46.0,1046.0,104,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.0227414140436475,2024-07-23,5,1,0,8.0,2.8,1.2833778958394957,True,1,1,1.0,4.0,4.0,0.8301313439999999,1.0,1.2833778958394957,Live Phone + Text-to-Web,2,REP,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,46.0,103,14,WI103,260,Live Phone + Text-to-Web,5,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Beacon Research/Shaw & Co. Research,103,87582,204503,https://www.foxnews.com/official-polls/fox-news-poll-trump-hits-50-wisconsin-edges-harris-just-1-point,,,1046.0,Live Phone/Text-to-Web,rv,DEM,Kamala Harris,46.0,1046.0,104,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.0227414140436475,2024-07-23,5,1,0,8.0,2.8,1.2833778958394957,True,1,1,1.0,4.0,4.0,0.8301313439999999,1.0,1.2833778958394957,Live Phone + Text-to-Web,1,DEM,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,46.0,103,14,WI103,260,Live Phone + Text-to-Web,5,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Beacon Research/Shaw & Co. Research,103,87583,204507,https://www.foxnews.com/official-polls/fox-news-poll-harris-trump-dead-heat-pennsylvania,,,1034.0,Live Phone/Text-to-Web,rv,REP,Donald Trump,43.0,1034.0,104,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.0168579055108928,2024-07-23,5,1,0,12.0,2.8,1.2833778958394957,True,1,1,1.0,4.0,4.0,0.8301313439999999,1.0,1.2833778958394957,Live Phone + Text-to-Web,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7.0,43.0,103,14,PA103,212,Live Phone + Text-to-Web,5,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Beacon Research/Shaw & Co. Research,103,87583,204507,https://www.foxnews.com/official-polls/fox-news-poll-harris-trump-dead-heat-pennsylvania,,,1034.0,Live Phone/Text-to-Web,rv,DEM,Kamala Harris,45.0,1034.0,104,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.0168579055108928,2024-07-23,5,1,0,12.0,2.8,1.2833778958394957,True,1,1,1.0,4.0,4.0,0.8301313439999999,1.0,1.2833778958394957,Live Phone + Text-to-Web,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7.0,45.0,103,14,PA103,212,Live Phone + Text-to-Web,5,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-07-26,2024-07-23,2024-07-25,2024-11-05,The Bullfinch Group,692,87575,204378,https://www.commonwealthfoundation.org/2024/07/26/swing-state-poll-pa-voters/,,,800.0,Online Panel,rv,REP,Donald Trump,44.0,800.0,103,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8944271909999159,2024-07-24,5,1,0,12.0,,0.5,False,1,1,1.0,1.0,1.0,0.882,0.882,0.441,Online Non-Prob Panel,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7.0,44.0,692,78,PA692,231,Online Non-Prob Panel,6,3,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Beacon Research/Shaw & Co. Research,103,87585,204515,https://www.foxnews.com/politics/fox-news-poll-dead-heat-between-harris-trump-michigan,,,1012.0,Live Phone/Text-to-Web,rv,DEM,Kamala Harris,43.0,1012.0,104,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.0059821071967434,2024-07-23,5,1,0,12.0,2.8,1.2833778958394957,True,1,1,1.0,4.0,4.0,0.8301313439999999,1.0,1.2833778958394957,Live Phone + Text-to-Web,1,DEM,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,43.0,103,14,MI103,75,Live Phone + Text-to-Web,5,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-07-26,2024-07-23,2024-07-25,2024-11-05,The Bullfinch Group,692,87575,204378,https://www.commonwealthfoundation.org/2024/07/26/swing-state-poll-pa-voters/,,,800.0,Online Panel,rv,DEM,Kamala Harris,44.0,800.0,103,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8944271909999159,2024-07-24,5,1,0,12.0,,0.5,False,1,1,1.0,1.0,1.0,0.882,0.882,0.441,Online Non-Prob Panel,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7.0,44.0,692,78,PA692,231,Online Non-Prob Panel,6,3,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-07-26,2024-07-23,2024-07-25,2024-11-05,"Fabrizio, Lee & Associates/GBAO",796,87580,204500,https://www.wsj.com/politics/elections/harris-erases-trumps-lead-wsj-poll-finds-e286144d,,,1000.0,Live Phone/Text-to-Web,rv,REP,Donald Trump,44.0,1000.0,103,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.0,2024-07-24,6,1,0,11.0,,0.5,False,1,1,1.0,,,1.0,1.0,0.5,Live Phone + Text-to-Web,2,REP,57,,,,,,,44.0,796,84,NA796,151,Live Phone + Text-to-Web,5,3,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-07-26,2024-07-23,2024-07-25,2024-11-05,"Fabrizio, Lee & Associates/GBAO",796,87580,204500,https://www.wsj.com/politics/elections/harris-erases-trumps-lead-wsj-poll-finds-e286144d,,,1000.0,Live Phone/Text-to-Web,rv,DEM,Kamala Harris,45.0,1000.0,103,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.0,2024-07-24,6,1,0,11.0,,0.5,False,1,1,1.0,,,1.0,1.0,0.5,Live Phone + Text-to-Web,1,DEM,57,,,,,,,45.0,796,84,NA796,151,Live Phone + Text-to-Web,5,3,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Glengariff Group,117,87572,204360,https://www.clickondetroit.com/decision-2024/2024/07/26/new-michigan-poll-shows-where-trump-harris-race-stands-after-biden-decision/,,,600.0,Live Phone,lv,DEM,Kamala Harris,41.6,600.0,104,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.7745966692414834,2024-07-23,5,1,0,17.099999999999994,1.5,0.9393364366277244,True,1,1,1.0,1.0,1.0,0.882,1.0,0.9393364366277244,Live Phone,1,DEM,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,41.6,117,15,MI117,76,Live Phone,4,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Beacon Research/Shaw & Co. Research,103,87585,204515,https://www.foxnews.com/politics/fox-news-poll-dead-heat-between-harris-trump-michigan,,,1012.0,Live Phone/Text-to-Web,rv,REP,Donald Trump,45.0,1012.0,104,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.0059821071967434,2024-07-23,5,1,0,12.0,2.8,1.2833778958394957,True,1,1,1.0,4.0,4.0,0.8301313439999999,1.0,1.2833778958394957,Live Phone + Text-to-Web,2,REP,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,45.0,103,14,MI103,75,Live Phone + Text-to-Web,5,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Glengariff Group,117,87572,204360,https://www.clickondetroit.com/decision-2024/2024/07/26/new-michigan-poll-shows-where-trump-harris-race-stands-after-biden-decision/,,,600.0,Live Phone,lv,REP,Donald Trump,41.3,600.0,104,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.7745966692414834,2024-07-23,5,1,0,17.099999999999994,1.5,0.9393364366277244,True,1,1,1.0,1.0,1.0,0.882,1.0,0.9393364366277244,Live Phone,2,REP,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7.0,41.3,117,15,MI117,76,Live Phone,4,2,1
2024-09-18,2024-09-18T17:02:41Z,2024,North Carolina,2024-07-26,2024-07-22,2024-07-24,2024-11-05,Redfield & Wilton Strategies,562,87564,204357,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,586.0,Online Panel,lv,REP,Donald Trump,46.0,586.0,104,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.7655063683601855,2024-07-23,5,1,0,11.0,1.8,1.0289915108550531,True,1,1,1.0,9.0,9.0,0.7658408110127831,1.0,1.0289915108550531,Online Non-Prob Panel,2,REP,39,NC,Southeast,South,South Atlantic,Southeast,9.0,46.0,562,73,NC562,171,Online Non-Prob Panel,6,2,1
